myneta_id,name,constituency,party,age,education,criminal_cases,criminal_details,movable_total,immovable_total,total_assets,liabilities,affidavit_url
2458,Janagaraj,THIRUVOTTIYUR,IND,46,8th Pass,0,,2100000,2710500,4810500,1360000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2458
2459,Vimala.A,THIRUTHURAIPOONDI (SC),BSP,41,10th Pass,0,,102000,250000,352000,132000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2459
2460,Arumugam.N,THIRUTHURAIPOONDI (SC),Tamizhaga Vaazhvurimai Katchi,48,10th Pass,0,,527000,2500000,3027000,420000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2460
2461,Sivaprakasam.V,THIRUTHURAIPOONDI (SC),IND,39,Post Graduate,0,,115700,450000,565700,1037700,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2461
2462,Muruganantham.V,THIRUTHURAIPOONDI (SC),IND,59,12th Pass,0,,158756,400000,558756,380000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2462
2463,Jayasangar.A,THIRUTHURAIPOONDI (SC),IND,59,Graduate Professional,1,IPC,134700,0,134700,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2463
2464,Kamaraj.S,MANNARGUDI,BSP,65,5th Pass,0,,2000,0,2000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2464
2465,Govindaraj.G,MANNARGUDI,Tamizhaga Vaazhvurimai Katchi,49,5th Pass,0,,4020000,3600000,7620000,1200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2465
2466,Bharathi.B,MANNARGUDI,Puthiya Tamilagam,32,12th Pass,5,BNS; IPC; IPC; IPC; IPC,297000,0,297000,50300,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2466
2467,Rasupillai.S,MANNARGUDI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,62,5th Pass,1,IPC,669500,3296100,3965600,1420000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2467
2468,Rajarajan.U,MANNARGUDI,Tamilaga Vettri Kazhagam,41,Others,4,BNS; IPC; IPC; IPC,2116084,0,2116084,990200,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2468
2469,Arulprakash. P,MANNARGUDI,IND,48,10th Pass,0,,17336,0,17336,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2469
2470,Kamaraj.A,MANNARGUDI,IND,60,10th Pass,0,,163000,0,163000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2470
2471,Durai Arasan.K,MANNARGUDI,IND,65,10th Pass,0,,2005750,4760000,6765750,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2471
2472,Namasivayam.N,MANNARGUDI,IND,34,10th Pass,0,,262100,0,262100,25000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2472
2473,Prabhu. S,MANNARGUDI,IND,43,5th Pass,0,,32450,0,32450,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2473
2474,Marimuthu.A.V.M,MANNARGUDI,IND,67,5th Pass,1,IPC,1961000,2250000,4211000,125000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2474
2475,Kanthan A,THIRUVARUR,Tamizhaga Vaazhvurimai Katchi,49,Post Graduate,0,,7261000,2200000,9461000,2600000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2475
2476,Thiyagarajan .M,THIRUVARUR,Puthiya Tamilagam,55,5th Pass,0,,538777,300000,838777,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2476
2477,Mutharasan S,THIRUVARUR,IND,41,5th Pass,0,,844000,0,844000,500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2477
2478,Sahul Hameed M,THIRUVARUR,IND,34,8th Pass,0,,892000,0,892000,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2478
2479,Sivaraman. T,NANNILAM,Tamizhaga Vaazhvurimai Katchi,48,12th Pass,0,,1198000,255000,1453000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2479
2480,Tamilselvan. M,NANNILAM,Puthiya Tamilagam,58,5th Pass,0,,1143000,2000000,3143000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2480
2481,Raja. S,NANNILAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,45,5th Pass,3,IPC; BNS; BNS,2246000,2882800,5128800,5410000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2481
2482,Sankar. R,NANNILAM,IND,53,5th Pass,0,,1484000,1750000,3234000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2482
2483,Shanmugaraja. D,NANNILAM,IND,25,Graduate,0,,428000,1000000,1428000,100000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2483
2484,Suresh. V,NANNILAM,IND,42,8th Pass,0,,17982,0,17982,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2484
2485,Bharathimohan. K.S,NANNILAM,IND,48,Others,1,BNS,901000,0,901000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2485
2486,Mohumed Riyas. K,NANNILAM,IND,39,10th Pass,0,,855000,0,855000,543000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2486
2487,Ravichandran. R,NANNILAM,IND,40,Graduate Professional,0,,461000,0,461000,155000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2487
2488,Rajasekar. R,NANNILAM,IND,40,Post Graduate,0,,320628,0,320628,142587,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2488
2489,R. Perumal,VILATHIKULAM,Naam Indiar Party,53,5th Pass,0,,306842,2100000,2406842,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2489
2490,C. Ponpandi,VILATHIKULAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,39,10th Pass,0,,714688,0,714688,230000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2490
2491,P.Madasamy,VILATHIKULAM,Puthiya Tamilagam,50,Literate,0,,966781,2050000,3016781,188000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2491
2492,K. Ajay Kumar,VILATHIKULAM,IND,26,Others,0,,63161,0,63161,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2492
2493,V. Ganesan,VILATHIKULAM,IND,50,10th Pass,0,,1400098,2028000,3428098,200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2493
2494,A. Patturaj,VILATHIKULAM,IND,43,10th Pass,0,,1478810,200000,1678810,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2494
2495,A. Prabahar,VILATHIKULAM,IND,33,Graduate Professional,0,,1445718,0,1445718,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2495
2496,M. Ponnusamy,VILATHIKULAM,IND,59,10th Pass,0,,102869,800000,902869,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2496
2497,G. Muniyasamy,VILATHIKULAM,IND,53,8th Pass,0,,1860078,465000,2325078,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2497
2498,P. Rajasekaran,VILATHIKULAM,IND,59,Post Graduate,0,,2620920,2000000,4620920,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2498
2499,P. Jeyakumar,VILATHIKULAM,IND,50,Graduate,0,,658000,0,658000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2499
2500,Kamaraj.K,SRIRANGAM,Samaniya Makkal Nala Katchi,59,10th Pass,1,BNS,302000,0,302000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2500
2501,Allimuthu.M,SRIRANGAM,BSP,60,10th Pass,0,,506072,2200000,2706072,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2501
2502,Kumar. P,SRIRANGAM,Akila Inthiya Makkal Marumalarchi Kazhakam,48,Post Graduate,1,IPC,3883820,282000,4165820,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2502
2503,K. Sakthivel,SRIRANGAM,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,47,10th Pass,0,,3586156,0,3586156,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2503
2504,Newton.A,SRIRANGAM,Puthiya Tamilagam,36,Graduate Professional,0,,761000,0,761000,1000000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2504
2505,Murali .N,SRIRANGAM,Tamizhaga Vaazhvurimai Katchi,43,8th Pass,0,,1279000,600000,1879000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2505
2506,Vijay .A,SRIRANGAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,43,Graduate,0,,9876000,612000,10488000,1050000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2506
2507,Anbarasan.M,SRIRANGAM,IND,55,Post Graduate,0,,2059100,8500000,10559100,1473000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2507
2508,Karthick.S,SRIRANGAM,IND,31,Others,0,,161600,0,161600,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2508
2509,Krishnakumar.A,SRIRANGAM,IND,33,Others,0,,253780,0,253780,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2509
2510,Shashi Kiran .K .N,SRIRANGAM,IND,32,Post Graduate,0,,2484100,0,2484100,509592,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2510
2511,S. Durairaj,SRIRANGAM,IND,45,Graduate,0,,1311500,0,1311500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2511
2512,Paramasivam,SRIRANGAM,IND,55,5th Pass,0,,252860,0,252860,400000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2512
2513,Mohamed Musthafa. M,SRIRANGAM,IND,51,Literate,0,,21000,0,21000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2513
2514,Muthukumar.P,SRIRANGAM,IND,50,Graduate,0,,251727,0,251727,100000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2514
2515,Ramesh.R,SRIRANGAM,IND,46,10th Pass,0,,1654000,0,1654000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2515
2516,Ravichandiran.N,SRIRANGAM,IND,60,8th Pass,0,,1323030,5000000,6323030,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2516
2517,Chinnaiyan Poosari,TIRUCHIRAPPALLI (WEST),BSP,41,8th Pass,0,,18400,0,18400,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2517
2518,R.Prabu,TIRUCHIRAPPALLI (WEST),Tamizhaga Vaazhvurimai Katchi,46,Post Graduate,8,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,5268000,24795000,30063000,9800000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2518
2519,A.Veeramani,TIRUCHIRAPPALLI (WEST),Samaniya Makkal Nala Katchi,69,10th Pass,0,,351258,0,351258,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2519
2520,M.Kalaimani,TIRUCHIRAPPALLI (WEST),IND,46,10th Pass,0,,610000,0,610000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2520
2521,M.Chandrasekaran,TIRUCHIRAPPALLI (WEST),IND,66,Graduate,0,,420000,0,420000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2521
2522,Sampath,TIRUCHIRAPPALLI (WEST),IND,59,10th Pass,0,,1375094,0,1375094,287937,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2522
2523,Sundarapandiyaraja,TIRUCHIRAPPALLI (WEST),IND,36,Post Graduate,0,,355000,0,355000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2523
2524,P.Rajendran,TIRUCHIRAPPALLI (WEST),IND,70,10th Pass,0,,11000,0,11000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2524
2525,A.Vasudevan,TIRUCHIRAPPALLI (WEST),IND,62,Post Graduate,0,,100000,0,100000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2525
2526,Jeevanantham.M,TIRUCHIRAPPALLI (WEST),IND,49,Post Graduate,0,,11736100,5305000,17041100,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2526
2527,K.Rathinasamy,PALLADAM,BSP,48,5th Pass,0,,521495,1000000,1521495,45500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2527
2528,K.Sakthivel,PALLADAM,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,46,10th Pass,0,,106000,2000000,2106000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2528
2529,S.Dharmaraj,PALLADAM,Tamilaga Makkal Nala Katchi,69,5th Pass,0,,5005,0,5005,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2529
2530,A.Annadurai,PALLADAM,IND,53,10th Pass,9,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,1037000,0,1037000,1087250,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2530
2531,Annadurai.R,PALLADAM,IND,53,Illiterate,0,,525000,0,525000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2531
2532,S.Arumugam,PALLADAM,IND,42,Graduate,0,,37036,300000,337036,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2532
2533,A.Saravanan,PALLADAM,IND,52,Literate,0,,37001,300000,337001,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2533
2534,G.Selvaraj,PALLADAM,IND,65,5th Pass,0,,703154,2400000,3103154,425000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2534
2535,M. Selvaraj,PALLADAM,IND,51,10th Pass,0,,33020,0,33020,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2535
2536,V.Mohanraj,PALLADAM,IND,27,Others,0,,1446000,0,1446000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2536
2537,A. Ramesh,PALLADAM,IND,43,10th Pass,0,,3902000,3100000,7002000,2902002,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2537
2538,L.James Reynold,TIRUPPUR (NORTH),BSP,47,8th Pass,0,,233000,0,233000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2538
2539,T.Krishnaswamy,TIRUPPUR (NORTH),Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,65,Literate,0,,163000,1000000,1163000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2539
2540,Py.Dhatchinamurthy,TIRUPPUR (NORTH),Tamizhaga Vaazhvurimai Katchi,72,10th Pass,0,,586400,0,586400,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2540
2541,S.Anandhakumar,TIRUPPUR (NORTH),IND,44,12th Pass,0,,4368698,23500000,27868698,18498937,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2541
2542,K.Anand,TIRUPPUR (NORTH),IND,45,Illiterate,0,,1677710,0,1677710,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2542
2543,Ganishkar,TIRUPPUR (NORTH),IND,28,Graduate Professional,0,,64564,900000,964564,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2543
2544,G.Balakrishnan,TIRUPPUR (NORTH),IND,43,8th Pass,11,BNS; IPC; IPC; IPC; BNS; IPC; IPC; IPC; IPC; BNS; IPC,823500,3500000,4323500,2465000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2544
2545,M.Rangasamy,TIRUPPUR (NORTH),IND,55,8th Pass,0,,1067445,1200000,2267445,800000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2545
2546,P.Ravi,TIRUPPUR (NORTH),IND,55,5th Pass,0,,850642,4000000,4850642,500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2546
2547,R.Vishnumoorthy,TIRUPPUR (NORTH),IND,46,5th Pass,0,,655500,0,655500,65000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2547
2548,K.Venkadaswamy,TIRUPPUR (NORTH),IND,68,10th Pass,0,,249300,3500000,3749300,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2548
2549,Umar Ali D.,UDUMALAIPETTAI,IND,58,Illiterate,0,,1595230,800000,2395230,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2549
2550,Elsy C.,UDUMALAIPETTAI,IND,66,Others,0,,280543,0,280543,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2550
2551,Ganesh S.,UDUMALAIPETTAI,IND,31,8th Pass,0,,16000,0,16000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2551
2552,Kalimuthu S.,UDUMALAIPETTAI,IND,37,12th Pass,0,,2121112,2200000,4321112,6837000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2552
2553,Padmendraprakash A.,UDUMALAIPETTAI,IND,48,8th Pass,0,,1605010,0,1605010,1290000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2553
2554,Mahendran A.,UDUMALAIPETTAI,IND,34,8th Pass,0,,222009,350000,572009,1221327,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2554
2555,Ramasamy S.,UDUMALAIPETTAI,IND,67,12th Pass,0,,2543000,2700000,5243000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2555
2556,S.M.Irshad,VELLORE,Tamizhaga Vaazhvurimai Katchi,56,8th Pass,0,,5333472,0,5333472,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2556
2557,S.Giridhara Prasad,VELLORE,Party for the Rights of Other backward Classes,56,Graduate Professional,0,,1892500,0,1892500,1456603,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2557
2558,K.Muniyappan,VELLORE,ALL PENSIONERS PARTY,74,Post Graduate,0,,10000,3000000,3010000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2558
2559,K.M.Vinaayagam,VELLORE,Viro Ke Vir Indian Party,52,Others,0,,2335000,5250000,7585000,1650000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2559
2560,K.Vimala,VELLORE,Naam Indiar Party,41,Illiterate,0,,100013,0,100013,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2560
2561,M.Vinothkumar,VELLORE,Anna MGR Dravida Munnetra Kazhagam,34,Others,0,,281616,3300000,3581616,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2561
2562,S.Appu,VELLORE,All India Jananayaka Makkal Kazhagam,25,Graduate Professional,0,,46500,0,46500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2562
2563,S.Madhan Kumar,VELLORE,IND,35,Others,0,,117500,0,117500,261094,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2563
2564,S.Rajkamal,VELLORE,IND,31,Graduate Professional,0,,6926527,0,6926527,88000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2564
2565,M.Loganathan,VELLORE,IND,40,Others,0,,1633000,0,1633000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2565
2566,U.Vijaya Kumar,VELLORE,IND,34,Others,0,,3307500,0,3307500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2566
2567,T.Poovarasan,GUDIYATTAM (SC),BSP,34,10th Pass,0,,346000,400000,746000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2567
2568,K.Asha,GUDIYATTAM (SC),Puthiya Tamilagam,40,12th Pass,0,,222600,0,222600,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2568
2569,K.Thabithal,GUDIYATTAM (SC),All India Puratchi Thalaivar Makkal Munnettra Kazhagam,52,Post Graduate,0,,1331095,1000000,2331095,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2569
2570,Subakaran.A,GUDIYATTAM (SC),IND,49,Graduate,0,,726000,0,726000,250000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2570
2571,M.Sumathi,GUDIYATTAM (SC),IND,46,8th Pass,0,,2106500,0,2106500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2571
2572,Bharath Mathiruban,GUDIYATTAM (SC),IND,39,Graduate Professional,0,,1496179,1710000,3206179,1486000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2572
2573,A.Rajesh,GUDIYATTAM (SC),IND,47,10th Pass,0,,1392000,5000000,6392000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2573
2574,S.Selvam Alias Chella,CHENGALPATTU,Tamizhaga Vaazhvurimai Katchi,44,Graduate Professional,1,IPC,3911947,500000,4411947,3290000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2574
2575,S. Thiyagarajan,CHENGALPATTU,Tamilaga Vettri Kazhagam,37,Graduate Professional,0,,4648036,3500000,8148036,290000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2575
2576,M.Anandan,CHENGALPATTU,IND,41,10th Pass,0,,140000,0,140000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2576
2577,A.Esakkiappan,CHENGALPATTU,IND,44,Graduate Professional,0,,1063500,0,1063500,90000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2577
2578,Karthick.A,CHENGALPATTU,IND,33,Others,0,,2971000,0,2971000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2578
2579,G. Christopher,CHENGALPATTU,IND,29,Graduate Professional,0,,32000,0,32000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2579
2580,S.Delhi Babu,CHENGALPATTU,IND,51,Post Graduate,0,,272100,0,272100,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2580
2581,T. Prem Balaji,CHENGALPATTU,IND,51,Graduate Professional,0,,90419,0,90419,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2581
2582,V. Ramakrishnan,CHENGALPATTU,IND,45,Others,1,IPC,575000,1000000,1575000,850000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2582
2583,C.Vimalraj,CHENGALPATTU,IND,34,Post Graduate,0,,143600,520000,663600,359201,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2583
2584,P.George Devadoss,CHENGALPATTU,IND,48,Graduate Professional,0,,1246190,0,1246190,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2584
2585,Selvaraj M,KALLAKURICHI (SC),IND,57,Others,0,,1016000,500000,1516000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2585
2586,Prabu C,KALLAKURICHI (SC),IND,43,Post Graduate,0,,1015000,300000,1315000,100000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2586
2587,Malathi K,KALLAKURICHI (SC),IND,28,10th Pass,0,,815406,0,815406,405000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2587
2588,Rajivgandhi S,KALLAKURICHI (SC),IND,40,8th Pass,0,,1541000,9000000,10541000,840000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2588
2589,Rajivgandhi P,KALLAKURICHI (SC),IND,41,8th Pass,0,,661000,0,661000,430000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2589
2590,Vasanthakumar S,KALLAKURICHI (SC),IND,27,Graduate Professional,1,BNS,216500,0,216500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2590
2591,Vignesh G,KALLAKURICHI (SC),IND,31,Graduate,0,,91000,0,91000,172000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2591
2592,Subashini,KOLATHUR,BSP,37,Post Graduate,0,,1995677,400000,2395677,1223453,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2592
