myneta_id,name,constituency,party,age,education,criminal_cases,criminal_details,movable_total,immovable_total,total_assets,liabilities,affidavit_url
3547,M. Suthakar,KATPADI,IND,44,10th Pass,0,,1003500,0,1003500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3547
3548,Dhanasekar,KATPADI,IND,53,10th Pass,0,,10000,0,10000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3548
3549,Dhananchezhiyan,KATPADI,IND,45,10th Pass,1,BNS,830000,1050000,1880000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3549
3550,Thozhar.N.Arunkumar,KAVUNDAMPALAYAM,Tamizhaga Vaazhvurimai Katchi,40,Graduate,0,,6553500,0,6553500,1270824,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3550
3551,V.Pushpanantham,KAVUNDAMPALAYAM,Tamizhaga Murpokku Makkal Katchi,57,Graduate Professional,0,,432935,0,432935,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3551
3552,Malliga.M,KAVUNDAMPALAYAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,44,Post Graduate,0,,650013,0,650013,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3552
3553,Kanimozhi.K,KAVUNDAMPALAYAM,IND,37,10th Pass,0,,1817866,2500000,4317866,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3553
3554,Suriyakumar.K,KAVUNDAMPALAYAM,IND,37,Post Graduate,0,,7032483,0,7032483,2980000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3554
3555,M.John Bosco,KAVUNDAMPALAYAM,IND,54,Graduate Professional,0,,12354500,38000000,50354500,11700402,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3555
3556,Justin. T,KILLIYOOR,Indian Christian Front,70,8th Pass,0,,3090000,0,3090000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3556
3557,Dr. Ramachandran. M,KILLIYOOR,IND,60,Doctorate,0,,50000,0,50000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3557
3558,Satheesh. S,KILLIYOOR,IND,51,5th Pass,0,,346900,1500000,1846900,18000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3558
3559,Berrila. L,KILLIYOOR,IND,38,Graduate Professional,0,,720000,0,720000,700000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3559
3560,Baby Raj. P,KILLIYOOR,IND,54,10th Pass,0,,525465,0,525465,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3560
3561,Justin. M,KILLIYOOR,IND,42,Graduate Professional,0,,62770,0,62770,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3561
3563,Lokeshwaran.R,KILPENNATHUR,Anti Corruption Dynamic Party,27,Others,0,,652000,0,652000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3563
3564,Janakiraman.R,KILPENNATHUR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,61,12th Pass,1,IPC,701000,205000,906000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3564
3565,Athiyamaan.M,KILPENNATHUR,IND,33,Post Graduate,0,,180000,0,180000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3565
3566,Ramachandran.K S/O Kaliyamoorthi,KILPENNATHUR,IND,47,10th Pass,0,,249660,0,249660,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3566
3567,Sasikumar.S,KILPENNATHUR,IND,49,12th Pass,0,,1231000,0,1231000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3567
3568,Sampathraj.M,KILPENNATHUR,IND,46,Graduate,0,,825869,370000,1195869,550000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3568
3569,Suryaprakash.S,KILPENNATHUR,IND,34,Doctorate,0,,833566,704000,1537566,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3569
3570,Pichandi.D,KILPENNATHUR,IND,61,Graduate,0,,114600,0,114600,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3570
3571,Pichandi.R,KILPENNATHUR,IND,55,10th Pass,0,,104040,0,104040,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3571
3572,Pichandi.V,KILPENNATHUR,IND,60,8th Pass,0,,134660,0,134660,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3572
3573,Murugan.M,KILPENNATHUR,IND,53,12th Pass,0,,2359000,0,2359000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3573
3574,Ramachandran.K S/O Kannan,KILPENNATHUR,IND,55,Illiterate,0,,551880,15500000,16051880,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3574
3575,Ramachandiran.R,KILPENNATHUR,IND,35,8th Pass,0,,360000,0,360000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3575
3576,Rajasekar.I,KILPENNATHUR,IND,34,10th Pass,0,,62660,0,62660,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3576
3577,Kannan.S,KOVILPATTI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,48,10th Pass,0,,1073500,45350000,46423500,500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3577
3578,Balasubramanian.S,KOVILPATTI,Tamilaga Vettri Kazhagam,41,Others,0,,19805801,20921000,40726801,7514000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3578
3579,Athikumar Kudumbar.B,KOVILPATTI,IND,49,10th Pass,0,,248000,2000000,2248000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3579
3580,Gunasekaran.P,KOVILPATTI,IND,64,Illiterate,0,,0,0,0,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3580
3581,Gurusamy.K,KOVILPATTI,IND,50,Graduate,0,,120808,0,120808,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3581
3582,Chinna Maharaja.K,KOVILPATTI,IND,40,Literate,1,IPC,2219912,5000000,7219912,2735410,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3582
3583,Sekar.C,KOVILPATTI,IND,53,10th Pass,7,IPC; IPC; IPC; IPC; IPC; IPC; IPC,1460000,219053,1679053,825000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3583
3584,Paramasivan.S,KOVILPATTI,IND,64,Post Graduate,1,IPC,1157000,8000000,9157000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3584
3585,Poundurai.K,KOVILPATTI,IND,31,Graduate,0,,2339560,1000000,3339560,20190,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3585
3586,Pandimuneeswari.K,KOVILPATTI,IND,38,12th Pass,0,,597000,600000,1197000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3586
3587,Premkumar.K,KOVILPATTI,IND,55,Post Graduate,1,IPC,2282000,20500000,22782000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3587
3588,Ponnusamy.M,KOVILPATTI,IND,59,10th Pass,0,,102869,800000,902869,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3588
3589,Muneeswaran.R,KOVILPATTI,IND,27,10th Pass,0,,556500,0,556500,147207,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3589
3590,Renganayagalu.S,KOVILPATTI,IND,47,Graduate Professional,0,,382000,400000,782000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3590
3591,Sivakumar.S,KRISHNAGIRI,BSP,42,Post Graduate,0,,1179813,3800000,4979813,295000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3591
3592,Singaravelan Viswanathan,KRISHNAGIRI,Vishwa Tamil Kazhagam,51,10th Pass,0,,1599700,700000,2299700,200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3592
3593,Mangammal,KRISHNAGIRI,Tamilar Makkal Katchi,27,Illiterate,0,,20500,0,20500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3593
3594,Muthulakshmi Veerappan,KRISHNAGIRI,Tamizhaga Vaazhvurimai Katchi,56,5th Pass,1,IPC,32570,1800000,1832570,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3594
3595,Sivan.C,KRISHNAGIRI,IND,36,Graduate Professional,2,BNS; BNS,4994280,1100000,6094280,2050000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3595
3596,Srinivasan.K,KRISHNAGIRI,IND,60,8th Pass,0,,464000,0,464000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3596
3597,Nanjundan.M,KRISHNAGIRI,IND,37,10th Pass,0,,320769,250000,570769,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3597
3598,Venkateshraja.E,KRISHNAGIRI,IND,63,Graduate Professional,0,,17348644,32600000,49948644,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3598
3599,P.Murugan,KULITHALAI,Ganasangam Party of India,41,Graduate,0,,109500,0,109500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3599
3600,M.Arunkumar,KULITHALAI,IND,33,Graduate Professional,0,,522361,0,522361,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3600
3601,R.Arunkumar,KULITHALAI,IND,32,5th Pass,0,,1074050,0,1074050,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3601
3602,O.Kathalingam,KULITHALAI,IND,44,Post Graduate,1,IPC,1265000,2000000,3265000,2900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3602
3603,M.Gayathiri,KULITHALAI,IND,27,Graduate Professional,0,,519000,0,519000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3603
3604,Chandrasekar.P,KULITHALAI,IND,45,Graduate Professional,0,,1527000,1500000,3027000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3604
3605,D.Saravanan,KULITHALAI,IND,40,Graduate Professional,0,,4677000,1200000,5877000,912000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3605
3606,V.Chinnasamy,KULITHALAI,IND,63,Post Graduate,0,,376842,0,376842,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3606
3607,P.Selvakumar,KULITHALAI,IND,40,Graduate Professional,0,,1841000,0,1841000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3607
3608,T.Selvaraj,KULITHALAI,IND,70,10th Pass,0,,0,0,0,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3608
3609,K.Sheikanwardeen,KULITHALAI,IND,44,Graduate Professional,0,,2176000,0,2176000,1200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3609
3610,J.Pradhap,KULITHALAI,IND,32,10th Pass,0,,1036000,1000000,2036000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3610
3611,M.Mayilvaganan,KULITHALAI,IND,50,Others,0,,3974029,4350000,8324029,83000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3611
3612,J.Madhavan,KULITHALAI,IND,35,Graduate Professional,0,,2127000,4000000,6127000,110000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3612
3613,N.Ramakrishnan,KULITHALAI,IND,36,Others,0,,2353850,1100000,3453850,1300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3613
3614,M.Vadivelan,KULITHALAI,IND,34,Graduate Professional,0,,1963000,3200000,5163000,1230000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3614
3615,K.Hakkim,KULITHALAI,IND,36,Graduate Professional,0,,597000,0,597000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3615
3616,J Karthi,KUMARAPALAYAM,Vishwa Tamil Kazhagam,43,10th Pass,0,,614600,0,614600,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3616
3617,Pannerselvam,KUMARAPALAYAM,Anaithinthiya Anna Dravida Makkal Seyal katchi,65,Illiterate,0,,878000,0,878000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3617
3618,Amirthalingam,KUMARAPALAYAM,IND,54,8th Pass,0,,46000,360000,406000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3618
3619,R.Kumaresan,KUMARAPALAYAM,IND,50,10th Pass,0,,2360000,3000000,5360000,600000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3619
3620,G. Samuelraj,KUMARAPALAYAM,IND,77,10th Pass,0,,5000,0,5000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3620
3621,Sivaraj,KUMARAPALAYAM,IND,28,Graduate Professional,0,,465000,0,465000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3621
3622,P.Senthilkumar,KUMARAPALAYAM,IND,47,8th Pass,0,,740000,0,740000,36000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3622
3623,Selvaraj,KUMARAPALAYAM,IND,64,8th Pass,0,,565000,0,565000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3623
3624,K. Palanivel,KUMARAPALAYAM,IND,50,5th Pass,0,,720000,0,720000,250000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3624
3625,A.Muruganandhan,KUMARAPALAYAM,IND,37,8th Pass,0,,1150000,0,1150000,370000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3625
3626,R.Raja,KUMARAPALAYAM,IND,45,Others,0,,625584,1000000,1625584,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3626
3627,Venkatachalam,KUMARAPALAYAM,IND,49,10th Pass,0,,1135000,0,1135000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3627
3628,S Jayavel,KUMARAPALAYAM,IND,44,5th Pass,0,,194415,1248425,1442840,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3628
3629,Sundar G,KUMBAKONAM,Thamizh Desiya Munnetra Kazhagam,39,Graduate,0,,85500,0,85500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3629
3630,Arivazhagan K,KUMBAKONAM,IND,50,Post Graduate,0,,5739000,10400000,16139000,4050000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3630
3631,Karthi G,KUMBAKONAM,IND,28,Post Graduate,0,,2705,0,2705,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3631
3632,Senthamilselvi S,KUMBAKONAM,IND,50,Graduate,0,,4777087,1345000,6122087,282350,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3632
3633,Stalin Ma Ka,KUMBAKONAM,IND,55,Graduate,24,BNS; BNS; BNS; BNS; BNS; BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,4777087,1345000,6122087,282350,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3633
3634,Raja. S.P,KUNNAM,Tamizhaga Vaazhvurimai Katchi,55,12th Pass,1,IPC,1042200,0,1042200,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3634
3635,Kathiravan. A.C,KUNNAM,IND,55,Graduate Professional,0,,3694712,9000000,12694712,250000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3635
3636,Chandrasekar. P,KUNNAM,IND,37,Post Graduate,0,,33025,0,33025,225000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3636
3637,Saminathan. C,KUNNAM,IND,74,Illiterate,0,,665000,400000,1065000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3637
3638,Sivasankaran. P,KUNNAM,IND,47,Graduate Professional,0,,21599846,3010000,24609846,3800000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3638
3639,Thanasekar. R,KUNNAM,IND,38,Others,0,,3607733,8000000,11607733,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3639
3640,Nallathambi. P,KUNNAM,IND,54,12th Pass,0,,1033000,1500000,2533000,1536000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3640
3641,Muthamilselvan. D,KUNNAM,IND,41,10th Pass,0,,210943,0,210943,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3641
3642,Vivek. T,KUNNAM,IND,36,12th Pass,0,,736512,2293288,3029800,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3642
3643,Vinothkumar. M,KUNNAM,IND,33,Others,0,,579089,0,579089,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3643
3644,Shajahan,KUNNAM,IND,41,5th Pass,0,,3650000,0,3650000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3644
3645,Pratheeba,LALGUDI,BSP,44,Others,0,,2102500,0,2102500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3645
3646,K. Immaculate Mary,LALGUDI,Samaniya Makkal Nala Katchi,49,10th Pass,0,,405000,0,405000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3646
3647,P. Elanchezhiyan,LALGUDI,Puthiya Tamilagam,43,Graduate Professional,0,,562000,0,562000,175000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3647
3648,P. Saravanan,LALGUDI,Tamizhaga Vaazhvurimai Katchi,49,10th Pass,0,,51500,0,51500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3648
3649,Josephin,LALGUDI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,50,10th Pass,0,,207500,200000,407500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3649
3650,A. Amalan Savarimuthu,LALGUDI,IND,53,Others,0,,2603200,0,2603200,1200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3650
3651,M. Krishnan,LALGUDI,IND,56,10th Pass,0,,335000,650000,985000,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3651
3652,K. Senthilkumar,LALGUDI,IND,50,10th Pass,0,,171000,2000000,2171000,375000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3652
3653,K. Dharmaraj,LALGUDI,IND,54,5th Pass,0,,691473,800000,1491473,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3653
3654,Dhanamoorthy .R,LALGUDI,IND,42,8th Pass,0,,221000,5000000,5221000,86000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3654
3655,R. Dineshkumar,LALGUDI,IND,36,Post Graduate,0,,4677829,0,4677829,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3655
3656,R. Ponsilambu,LALGUDI,IND,36,Post Graduate,0,,1310369,0,1310369,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3656
3657,V. Muthusamy,LALGUDI,IND,76,10th Pass,0,,5271000,0,5271000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3657
3658,Mohamed Abubakkar Siddiq,LALGUDI,IND,53,8th Pass,0,,21500,0,21500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3658
3659,M. Rameshkumar,LALGUDI,IND,39,8th Pass,0,,1254200,0,1254200,350000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3659
3660,Jinnah Jakeer Hussain,LALGUDI,IND,50,Graduate,0,,8506352,32850000,41356352,17433021,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3660
3661,A. Jegan Salamondoss,LALGUDI,IND,47,8th Pass,1,IPC,0,0,0,6750,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3661
3662,R.Karthikeyan,MADHAVARAM,Tamizhaga Vaazhvurimai Katchi,51,Graduate,1,IPC,2307000,1000000,3307000,900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3662
3663,S.Sivakumar,MADHAVARAM,IND,54,Graduate Professional,0,,1556742,290000,1846742,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3663
3664,Sudarsanam,MADHAVARAM,IND,67,10th Pass,0,,1730981,0,1730981,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3664
3667,A.Ponnalagan,MADHAVARAM,IND,60,Illiterate,0,,376469,0,376469,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3667
3670,Bharathiraja A,MADURAI EAST,Puthiya Tamilagam,39,8th Pass,0,,2356500,300000,2656500,1108500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3670
3671,Arasu S,MADURAI EAST,IND,50,8th Pass,0,,192846,0,192846,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3671
3672,Arun Pandian A J,MADURAI EAST,IND,34,5th Pass,2,IPC; IPC,1806250,0,1806250,1005480,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3672
3673,Chandra Mouliswaran A,MADURAI EAST,IND,49,Graduate,0,,8817807,6500000,15317807,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3673
3674,Mugeshkumar M,MADURAI EAST,IND,29,Graduate Professional,0,,2159000,0,2159000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3674
3675,Velladurai A,MADURAI EAST,IND,60,8th Pass,0,,3006200,0,3006200,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3675
3676,Soniagandhi,MELUR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,37,Others,0,,7528966,14355000,21883966,6233340,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3676
3677,M.Panneerselvam,MELUR,Puthiya Tamilagam,50,Others,6,IPC; IPC; IPC; IPC; IPC; IPC,108134,2200000,2308134,1291776,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3677
3678,K.Sethuraman,MELUR,IND,51,Graduate,0,,1164955,1875000,3039955,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3678
3679,K.Manikandaprabu,MELUR,IND,40,8th Pass,0,,869921,1000000,1869921,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3679
3680,M.Murugan,MELUR,IND,64,Graduate Professional,0,,77626960,578677622,656304582,43963874,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3680
3681,C.Ramesh,MELUR,IND,35,Graduate,0,,794000,1000000,1794000,500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3681
3682,K.Senthil Mallar,MUDUKULATHUR,Tamizhaga Vaazhvurimai Katchi,48,Post Graduate,4,IPC; BNS; BNS; IPC,117000,1450000,1567000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3682
3683,C.Malaiselvam,MUDUKULATHUR,Puthiya Tamilagam,47,10th Pass,0,,2236000,275000,2511000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3683
3684,Dr.R.Ramkumar,MUDUKULATHUR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,35,Graduate Professional,5,BNS; BNS; BNS; IPC; IPC,22512518,23776000,46288518,13132861,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3684
3685,K.Gangai Amaran,MUDUKULATHUR,IND,34,Graduate,0,,1156000,160000,1316000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3685
3686,C.Kengusamy,MUDUKULATHUR,IND,25,8th Pass,0,,20500,0,20500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3686
3687,Sathiyam C.Saravanan,MUDUKULATHUR,IND,40,Post Graduate,0,,14582527,400000,14982527,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3687
3688,M.Boominathan Alias M.K.Vaiyavan,MUDUKULATHUR,IND,43,Graduate Professional,0,,2675000,0,2675000,388000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3688
3689,K.Murugan,MUDUKULATHUR,IND,44,10th Pass,0,,3006000,0,3006000,400000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3689
3690,R.Moovendran,MUDUKULATHUR,IND,36,Post Graduate,1,IPC,1141669,580000,1721669,858000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3690
3691,Ravi Govinthan,MUDUKULATHUR,IND,55,Illiterate,0,,3948224,5100000,9048224,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3691
3692,K.Rajakumar,MUDUKULATHUR,IND,43,Graduate,0,,2952900,250000,3202900,1259000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3692
3693,M.Chinnaiyan,MUSIRI,Puthiya Tamilagam,52,8th Pass,0,,1004000,0,1004000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3693
3694,K.Dhivya,MUSIRI,R,35,8th Pass,0,,1137200,0,1137200,253000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3694
3695,M.Vignesh,MUSIRI,Tamilaga Vettri Kazhagam,34,12th Pass,0,,8994967,750000,9744967,9755853,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3695
3696,S.Venkateshwaran,MUSIRI,Anti Corruption Dynamic Party,42,8th Pass,0,,591000,0,591000,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3696
3697,Aadithiyan A,NAMAKKAL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,34,Others,0,,1701500,1500000,3201500,552000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3697
3698,Sureshkannan P,NAMAKKAL,Ganasangam Party of India,52,Literate,0,,18059,0,18059,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3698
3699,Thiyagarajan R,NAMAKKAL,Samaniya Makkal Nala Katchi,32,10th Pass,0,,20085,0,20085,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3699
3700,Palanisamy M P,NAMAKKAL,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,58,Others,0,,1593000,1100000,2693000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3700
3701,Mahendran P,NAMAKKAL,Anaithinthiya Anna Dravida Makkal Seyal katchi,45,Literate,0,,36000,0,36000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3701
3702,Matheswaran C,NAMAKKAL,Puthiya Tamilagam,46,5th Pass,0,,964919,750000,1714919,156000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3702
3703,Abineshkumar T,NAMAKKAL,IND,26,10th Pass,0,,645000,0,645000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3703
3704,Aravinth S,NAMAKKAL,IND,33,Post Graduate,0,,1260000,0,1260000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3704
3705,Kanakaraj K,NAMAKKAL,IND,54,Others,0,,3180000,79000000,82180000,1210000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3705
3706,Chandra P,NAMAKKAL,IND,60,10th Pass,0,,2824050,3650000,6474050,2300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3706
3707,Netajikaviarasu V,NAMAKKAL,IND,45,Graduate Professional,0,,1700000,0,1700000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3707
3708,Manikandan R,NAMAKKAL,IND,36,Literate,0,,914000,0,914000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3708
3709,Mohan S,NAMAKKAL,IND,63,12th Pass,0,,1943000,2200000,4143000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3709
3710,Mohan P,NAMAKKAL,IND,65,Graduate,0,,584674,4600000,5184674,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3710
3711,Mohan M,NAMAKKAL,IND,52,Graduate Professional,0,,11274000,13000000,24274000,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3711
3712,Ramesh A,NAMAKKAL,IND,52,Others,0,,6889866,6500000,13389866,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3712
3713,Jayakumar R,NAMAKKAL,IND,54,Graduate,0,,3580000,0,3580000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3713
3714,Jayaraman M,NAMAKKAL,IND,47,Others,0,,299300,0,299300,108000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3714
3715,Stalin R,NAMAKKAL,IND,37,Post Graduate,0,,302287,0,302287,663000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3715
